path,description
/BO/BO0101/BO0101E/LagenhetOmbAkBpAtAr,"""Housing, construction and building"", ""Statistics on building permits, new construction and conversion"", ""Old tables, not updated"", ""Converted dwellings in multi-dwelling buildings with government subsidies in the whole country by measure taken, period of construction and type of ownership. Old table, not updated. Year 1989 - 2008"""
/BO/BO0101/BO0101E/LagenhetOmbAtgardAr,"""Housing, construction and building"", ""Statistics on building permits, new construction and conversion"", ""Old tables, not updated"", ""Converted multi-dwelling buildings, dwellings added, in the whole country by measure taken, type of ownership, period of construction, size of dwelling and with/without government subsidies. Year 1989 - 2016"""
/BO/BO0101/BO0101E/LagenhetRivKvalAr,"""Housing, construction and building"", ""Statistics on building permits, new construction and conversion"", ""Old tables, not updated"", ""Demolition of dwellings in multi-dwelling buildings by region and quality group. Old table, not updated. Year 1989 - 2011"""
/BO/BO0104/BO0104X/BO0104T10N,"""Housing, construction and building"", ""Dwelling stock"", ""DeSO"", ""Number of dwellings by region and tenure. Year 2015 - 2023"""
/BO/BO0104/BO0104D/BO0104T01,"""Housing, construction and building"", ""Dwelling stock"", ""Dwellings"", ""Number of dwellings by region and type of building (including special housing). Year 2013 - 2023"""
/BO/BO0104/BO0104D/BO0104T02,"""Housing, construction and building"", ""Dwelling stock"", ""Dwellings"", ""Number of dwellings by region, type of building and period of construction. Year 2013 - 2023"""
/BO/BO0104/BO0104D/BO0104T03,"""Housing, construction and building"", ""Dwelling stock"", ""Dwellings"", ""Number of dwellings by region, type of building and type of ownership (including special housing). Year 2013 - 2023"""
/BO/BO0104/BO0104D/BO0104T04,"""Housing, construction and building"", ""Dwelling stock"", ""Dwellings"", ""Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2023"""
/BO/BO0104/BO0104D/BO0104T5,"""Housing, construction and building"", ""Dwelling stock"", ""Dwellings"", ""Number of dwellings by region, type of building and useful floor space. Year 2013 - 2023"""
/BO/BO0104/BO0104D/BO0104T09,"""Housing, construction and building"", ""Dwelling stock"", ""Dwellings"", ""Number of dwellings by region, type of building and size of dwelling . Year 2013 - 2023"""
/BO/BO0104/BO0104D/BO0104T7,"""Housing, construction and building"", ""Dwelling stock"", ""Dwellings"", ""Number of dwellings in special housing by region, type of special housing and useful floor space. Year 2013 - 2023"""
/BO/BO0104/BO0104H/BO0104T08,"""Housing, construction and building"", ""Dwelling stock"", ""Holiday homes"", ""Number of buildings for seasonal and secondary use owned by private persons or estates of deceased persons by region. Year 1998 - 2023"""
/BO/BO0104/BO0104H/BO0104T11,"""Housing, construction and building"", ""Dwelling stock"", ""Holiday homes"", ""Number of Swedish and foreign ownership of buildings for seasonal and secondary use owned by private persons by region. Year 1998 - 2023"""
/BO/BO0201/BO0201A/PrisPerAreorFH02,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per square metre for newly constructed conventional multi-dwelling buildings"", ""Price per square metre for newly constructed conventional multi-dwelling buildings by region and gross-/net price. Year 1994 - 2022"""
/BO/BO0201/BO0201A/PrisPerAreorFH04,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per square metre for newly constructed conventional multi-dwelling buildings"", ""Price per square metre for newly constructed conventional multi-dwelling buildings by region, type of tenure and gross-/net price. Year 1994 - 2022"""
/BO/BO0201/BO0201A/PrisPerAreorFH03,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per square metre for newly constructed conventional multi-dwelling buildings"", ""Price per square metre for newly constructed conventional multi-dwelling buildings by region, type of investor and gross-/net price. Year 1994 - 2022"""
/BO/BO0201/BO0201B/PrisPerLghFH02,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per dwelling for newly constructed conventional multi-dwelling buildings"", ""Price per dwelling for newly constructed conventional multi-dwelling buildings by region and gross-/net price. Year 1998 - 2022"""
/BO/BO0201/BO0201B/PrisPerLghFH04,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per dwelling for newly constructed conventional multi-dwelling buildings"", ""Price per dwelling for newly constructed conventional multi-dwelling buildings by region, type of tenure and gross-/net price. Year 1998 - 2022"""
/BO/BO0201/BO0201B/PrisPerLghFH03,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per dwelling for newly constructed conventional multi-dwelling buildings"", ""Price per dwelling for newly constructed conventional multi-dwelling buildings by region, type of investor and gross-/net price. Year 1998 - 2022"""
/BO/BO0201/BO0201C/PrisPerAreorSM02,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per sq. m for newly constructed conventional collectively built one- or two-dwelling buildings"", ""Price per square metre for newly constructed conventional collectively built one- or two-dwelling buildings by region and gross-/net price. Year 1994 - 2022"""
/BO/BO0201/BO0201C/PrisPerAreorSM04,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per sq. m for newly constructed conventional collectively built one- or two-dwelling buildings"", ""Price per square metre for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of tenure and gross-/net price. Year 1994 - 2022"""
/BO/BO0201/BO0201C/PrisPerAreorSM03,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price per sq. m for newly constructed conventional collectively built one- or two-dwelling buildings"", ""Price per square metre for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of investor and gross-/net price. Year 1994 - 2022"""
/BO/BO0201/BO0201D/PrisPerLghSM02,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price/dwelling for newly constructed conventional collectively built one- or two-dwelling buildings"", ""Price per dwelling for newly constructed conventional collectively built one- or two-dwelling buildings by region and gross-/net price. Year 1998 - 2022"""
/BO/BO0201/BO0201D/PrisPerLghSM04,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price/dwelling for newly constructed conventional collectively built one- or two-dwelling buildings"", ""Price per dwelling for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of tenure and gross-/net price. Year 1998 - 2022"""
/BO/BO0201/BO0201D/PrisPerLghSM03,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Price/dwelling for newly constructed conventional collectively built one- or two-dwelling buildings"", ""Price per dwelling for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of investor and gross-/net price. Year 1998 - 2022"""
/BO/BO0201/BO0201M/AntVaningarN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary multi-dwelling buildings"", ""Dwellings in newly constructed conventional multi-dwelling buildings by number of storeys in the building. Year 2007 - 2022"""
/BO/BO0201/BO0201M/HusformFHN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary multi-dwelling buildings"", ""Dwellings in newly constructed conventional multi-dwelling buildings by type of building. Year 2007 - 2022"""
/BO/BO0201/BO0201M/FasadMaterialFN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary multi-dwelling buildings"", ""Dwellings in newly constructed conventional multi-dwelling buildings by facade materials. Year 1995 - 2022"""
/BO/BO0201/BO0201M/TakmaterialFN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary multi-dwelling buildings"", ""Dwellings in newly constructed conventional multi-dwelling buildings by roofing materials. Year 1995 - 2022"""
/BO/BO0201/BO0201M/FortillverkningsgrFN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary multi-dwelling buildings"", ""Dwellings in newly constructed conventional multi-dwelling buildings by degree of prefabrication. Year 1995 - 2022"""
/BO/BO0201/BO0201M/MaterialiStommeFN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary multi-dwelling buildings"", ""Dwellings in newly constructed conventional multi-dwelling buildings by materials in the frame of the houses. Year 1995 - 2022"""
/BO/BO0201/BO0201S/HusformSMN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary collectively built houses"", ""Dwellings in newly constructed collectively built one- or two-dwelling buildings by type of building. Year 2007 - 2022"""
/BO/BO0201/BO0201S/FasadmaterialSN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary collectively built houses"", ""Dwellings in newly constructed collectively built one- or two-dwelling buildings by facade materials 1995 - 2022"""
/BO/BO0201/BO0201S/TakmaterialSN,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Technical data for the newly built ordinary collectively built houses"", ""Dwellings in newly constructed collectively built one- or two-dwelling buildings by roofing materials 1995 - 2022"""
/BO/BO0201/BO0201E/AreorPerLghRegFHn,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings by region.  Year 1995 - 2022"""
/BO/BO0201/BO0201E/AreorPerLghUpplFHn,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings by region and type of tenure.  Year 1995 - 2022"""
/BO/BO0201/BO0201E/AreorPerLghBygghFHn,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings by region and type of investor.  Year 1995 - 2022"""
/BO/BO0201/BO0201F/Upphandlingsform,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Dwellings/number of rooms (incl. kitchens) in newly constructed conventional residential buildings"", ""Dwellings in newly constructed conventional residential buildings by type of building and purchasing form. Year 1998 - 2022"""
/BO/BO0201/BO0201F/Entreprenadform,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Dwellings/number of rooms (incl. kitchens) in newly constructed conventional residential buildings"", ""Dwellings in newly constructed conventional residential buildings purchased with contract by type of building and type of contract. Year 1998 - 2022"""
/BO/BO0201/BO0201F/Anbudsinfordran,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Dwellings/number of rooms (incl. kitchens) in newly constructed conventional residential buildings"", ""Dwellings in newly constructed conventional residential buildings purchased with contract by type of building and invitation of tenders. Year 1998 - 2022"""
/BO/BO0201/BO0201N/KostnaderPerAreorFH2,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per square metre for newly constructed conventional multi-dwelling buildings by region and gross-/net cost. Year 1994 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerAreorFH1,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per square metre for newly constructed conventional multi-dwelling buildings by region, development/reconstruction area and gross-/net cost. Year 1994 - 2006"""
/BO/BO0201/BO0201N/KostnaderPerAreorSM2,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per square metre for newly constructed conventional collectively built one- or two-dwelling buildings by region and gross-/net cost. Year 1994 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerLghFH2,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per dwelling for newly constructed conventional multi-dwelling buildings by region and gross-/net cost. Year 1998 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerLghSM2,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per dwelling for newly constructed conventional collectively built one- or two-dwelling buildings by region and gross-/net cost. Year 1998 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerAreorFH3,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per square metre for newly constructed conventional multi-dwelling buildings by region, type of investor and gross-/net cost. Year 1994 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerAreorSM4,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per square metre for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of tenure and gross-/net cost. Year 1994 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerLghFH4,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per dwelling for newly constructed conventional multi-dwelling buildings by region, type of tenure and gross-/net cost. Year 1998 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerLghSM4,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per dwelling for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of tenure and gross-/net cost. Year 1998 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerAreorFH4,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per square metre for newly constructed conventional multi-dwelling buildings by region, type of tenure and gross-/net cost. Year 1994 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerAreorSM3,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per square metre for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of investor and gross-/net cost. Year 1994 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerLghFH3,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per dwelling for newly constructed conventional multi-dwelling buildings by region, type of investor and gross-/net cost. Year 1998 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerLghSM3,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per dwelling for newly constructed conventional collectively built one- or two-dwelling buildings by region, type of investor and gross-/net cost. Year 1998 - 2017"""
/BO/BO0201/BO0201N/KostnaderPerLghFH1,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Cost per sq.m. and per dwelling (old, no update)"", ""Cost per dwelling for newly constructed conventional multi-dwelling buildings by region, development/reconstruction area and gross-/net cost. Year 1998 - 2006"""
/BO/BO0201/BO0201J/AreorPerLghRegFH,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Floor spaces p. dwelling in newly constructed conventional multi-dwelling buildings (old, no update)"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings by region. Year 1995 - 2017"""
/BO/BO0201/BO0201J/AreorPerLghUpplFH,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Floor spaces p. dwelling in newly constructed conventional multi-dwelling buildings (old, no update)"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings by region and type of tenure. Year 1995 - 2017"""
/BO/BO0201/BO0201J/AreorPerLghBygghFH,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Floor spaces p. dwelling in newly constructed conventional multi-dwelling buildings (old, no update)"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings by region and type of investor. Year 1995 - 2017"""
/BO/BO0201/BO0201J/AreorPerLghExplSanFH,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Floor spaces p. dwelling in newly constructed conventional multi-dwelling buildings (old, no update)"", ""Floor spaces per dwelling in newly constructed conventional multi-dwelling buildings by region and development/reconstruction area. Year 1995 - 2006"""
/BO/BO0201/BO0201K/Prisbestamning,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms in newly constructed conventional residential buildings (old, no update)"", ""Dwellings in newly constructed conventional residential buildings purchased with contract by type of building and price determination. Year 1998 - 2006"""
/BO/BO0201/BO0201K/Kostnadsreglering,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms in newly constructed conventional residential buildings (old, no update)"", ""Dwellings in newly constructed conventional residential buildings purchased with contract with regulation of cost by type of building and type of regulation of cost. Year 1998 - 2006"""
/BO/BO0201/BO0201K/MedelAreaREOrdFH,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms in newly constructed conventional residential buildings (old, no update)"", ""Number of rooms (including kitchens) and floor spaces in newly constructed conventional multi-dwelling buildings by region. Year 1998 - 2006"""
/BO/BO0201/BO0201K/AntVaningar,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms in newly constructed conventional residential buildings (old, no update)"", ""Dwellings in newly constructed conventional multi-dwelling buildings by region and number of storeys in the building. Year 1998 - 2006"""
/BO/BO0201/BO0201K/HusformFH,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms in newly constructed conventional residential buildings (old, no update)"", ""Dwellings in newly constructed conventional multi-dwelling buildings by region and type of building. Year 1998 - 2006"""
/BO/BO0201/BO0201L/Upplatform,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Dwellings in newly constructed buildings by region, type of building and type of tenure. Year 1998 - 2006"""
/BO/BO0201/BO0201L/AntalObjLgh,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Projects and dwellings in newly constructed conventional/non-conventional residential buildings by region and type of building. Year 1998 - 2006"""
/BO/BO0201/BO0201L/BygghkatLgh,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Dwellings in newly constructed buildings by region, type of building and type of investor. Year 1998 - 2006"""
/BO/BO0201/BO0201L/BygghkatObjekt,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Projects with newly constructed residential buildings by region, type of building and type of investor. Year 1998 - 2006"""
/BO/BO0201/BO0201L/Lagenhetstyp,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Dwellings in newly constructed buildings and average useful floor space of dwellings by region, type of building and size of dwelling (according to number of rooms). Year 1998 - 2006"""
/BO/BO0201/BO0201L/AntLghIProj,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Projects with newly constructed multi-dwelling buildings by region and number of dwellings. Year 1998 - 2006"""
/BO/BO0201/BO0201L/MedelAreaRE,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Number of rooms (including kitchens) and floor spaces in newly constructed residential buildings by region and type of building. Year 1998 - 2006"""
/BO/BO0201/BO0201L/Varme,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Dwellings in newly constructed buildings by region, type of building and type of heating. Year 1998 - 2006"""
/BO/BO0201/BO0201L/BygghkatMedelLgh,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Average number of dwellings per project in newly constructed multi-dwelling buildings by region and type of investor. Year 1998 - 2006"""
/BO/BO0201/BO0201L/AntPlan,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Dwellings in newly constructed collectively built one- or two-dwelling buildings by region and number of storeys. Year 1998 - 2006"""
/BO/BO0201/BO0201L/HusformSM,"""Housing, construction and building"", ""Prices for newly produced dwellings"", ""Number of rooms (including kitchens) in newly constructed residential buildings (old, no update)"", ""Dwellings in newly constructed collectively built one- or two-dwelling buildings by region and type of building. Year 1998 - 2006"""
/BO/BO0301/BO0301A/IKUIoKTotN,"""Housing, construction and building"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling buildings by region, type of ownership and type of revenue/expenditure. (Sample survey, see footnotes). Year 2003 - 2015"""
/BO/BO0301/BO0301A/IKUIoKRegNB,"""Housing, construction and building"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling buildings (IKU), housing cooperatives by region, number of dwellings and type of revenues/expenditure. (Sample survey, see footnotes.) Year 2003 - 2015"""
/BO/BO0301/BO0301A/IKUIoKRegN,"""Housing, construction and building"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling buildings by region, year of construction/valuation, year range, type of property ownership and type of revenue/expenditure. (Sample survey, see footnotes). Year 2003 - 2015"""
/BO/BO0301/BO0301A/IKUKommIoK,"""Housing, construction and building"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling buildings (IKU), municipal housing companies by region, number of dwellings and type of revenue/expenditure. (Sample survey, see footnotes). Year 2001 - 2015"""
/BO/BO0301/BO0301A/IKUTaxSkuldTotN,"""Housing, construction and building"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling"", ""Assessed value, loans, interest, interest subsidies and conversions expenditure on multi-dwelling buildings by region, type of property ownership and type of account. (Sample survey, see footnotes). Year 2003 - 2015"""
/BO/BO0301/BO0301A/IKUTaxSkuldRegN,"""Housing, construction and building"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling"", ""Assessed value, loans, interest, interest subsidies and conversions expenditure on multi-dwelling buildings by region, year of valuation, type of property ownership and type of account. (Sample survey, see footnotes). Year 2003 - 2015"""
/BO/BO0301/BO0301A/IKUKommTaxSkuld,"""Housing, construction and building"", ""Revenues and expenditure survey for multi-dwelling"", ""Revenues and expenditure survey for multi-dwelling"", ""Assessed value, loans, interest, interest subsidies and conversion expenditure for multi-dwelling buildings (IKU), municipal housing companies by region, number of dwellings and type of account. (Sample survey, see footnotes). Year 2001 - 2015"""
/BO/BO0303/BO0303A/OuthLghPrivAllmAr0,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Stock and vacant dwellings 1 of march in multi-dwelling buildings by region, type of ownership and year of completion. Year 2019 - 2021"""
/BO/BO0303/BO0303A/OuthLghPrivAllmAr,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Stock and vacant dwellings 1 of march in multi-dwelling buildings by region, type of ownership and year of completion. Not updated. Year 2003 - 2017"""
/BO/BO0303/BO0303A/OuthPrivAllmTypLgh0,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Stock and vacant dwellings 1 of march in multi-dwelling buildings by region, type of ownership and size of dwelling. Year 2019 - 2021"""
/BO/BO0303/BO0303A/OuthPrivAllmTypLgh,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Stock and vacant dwellings 1 of march in multi-dwelling buildings by region, type of ownership and size of dwelling. Not updated. Year 2003 - 2017"""
/BO/BO0303/BO0303A/OuthAllm0,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Vacant dwellings 1st of March and 1st of September in multi-dwelling buildings in municipal housing companies by region and year of completion 2019 - 2021"""
/BO/BO0303/BO0303A/OuthAllm,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Vacant dwellings 1st of March and 1st of September in multi-dwelling buildings in municipal housing companies by region and year of  completion. Not updated 2000M09 - 2017M09"""
/BO/BO0303/BO0303A/OuthAllmLghTypKom0,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Dwellings vacant for rent 1th of March and 1th of September in multi-dwelling buildings by region, municipal housing companies and size of household 2019 - 2021"""
/BO/BO0303/BO0303A/OuthAllmLghTypKom,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Dwellings vacant for rent 1th of March and 1th of September in multi-dwelling buildings by region, municipal housing companies and size of  household. Not updated 2000M09 - 2017M09"""
/BO/BO0303/BO0303A/OuthAllmLedOrsak,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings 1th of March and 1th of September in multi-dwelling buildings in Municipal housing companies by type of vacancy and year of completion 2000M09 - 2021M09"""
/BO/BO0303/BO0303A/OuthPrivAllmOuthyrt,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling buildings"", ""Unlet dwellings in multi-dwelling  buildings and year of completion. Year 2003 - 2021"""
/BO/BO0303/BO0303Z/OuthPrivAllm,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Old tables, not updated, 2001-2002"", ""Vacant dwellings in multi-dwelling buildings by region, type of ownership,  and year of completion. Year 2001 - 2002"""
/BO/BO0303/BO0303Z/OuthPrivAllmLedOrsak,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Old tables, not updated, 2001-2002"", ""Unlet dwellings 1st of March in multi-dwelling buildings by type of ownership, type of vacancy and year of completion. Year 2001 - 2002"""
/BO/BO0303/BO0303Z/OuthPrivAllmLghTyp,"""Housing, construction and building"", ""Unlet dwellings in multi-dwelling buildings"", ""Old tables, not updated, 2001-2002"", ""Number of vacant dwellings in multi-dwelling buildings by region, type of ownerhip and size of dwelling. Year 2001 - 2002"""
/BO/BO0404/BO0404A/HyresrattBygghLgh,"""Housing, construction and building"", ""Charges/rents for newly constructed dwellings"", ""Rented dwellings. Year 2014 -"", ""Rents in newly constructed buildings (rented dwellings) by region, investor and dwelling type.  Year 2014 - 2022"""
/BO/BO0404/BO0404A/HyresrattOuthReg,"""Housing, construction and building"", ""Charges/rents for newly constructed dwellings"", ""Rented dwellings. Year 2014 -"", ""Unlet dwellings in newly constructed buildings (rented dwellings) by region.  Year 2014 - 2020"""
/BO/BO0404/BO0404A/HyresrattOuthLgh,"""Housing, construction and building"", ""Charges/rents for newly constructed dwellings"", ""Rented dwellings. Year 2014 -"", ""Unlet dwellings in newly constructed buildings (rented dwellings) by type of dwelling.  Year 2014 - 2020"""
/BO/BO0404/BO0404B/BoRattRegLgh,"""Housing, construction and building"", ""Charges/rents for newly constructed dwellings"", ""Tenant-owned dwellings. Year 2014-"", ""Costs and price in newly constructed buildings (tenant-owned dwellings) by region and dwelling type. Year 2014 - 2022"""
/BO/BO0404/BO0404B/BoRattOsaldaReg,"""Housing, construction and building"", ""Charges/rents for newly constructed dwellings"", ""Tenant-owned dwellings. Year 2014-"", ""Unsold dwellings in newly constructed buildings (tenant-owned dwellings) by region.  Year 2014 - 2020"""
/BO/BO0404/BO0404B/BoRattOsaldaLgh,"""Housing, construction and building"", ""Charges/rents for newly constructed dwellings"", ""Tenant-owned dwellings. Year 2014-"", ""Unsold dwellings in newly constructed buildings (tenant-owned dwellings) by type of dwelling.  Year 2014 - 2020"""
/BO/BO0406/BO0406E/BO0406Tab01,"""Housing, construction and building"", ""Rents for dwellings"", ""Rents 2016 -"", ""Rent in rented dwellings by county and municipality. Year 2016 - 2023"""
/BO/BO0406/BO0406E/BO0406Tab02,"""Housing, construction and building"", ""Rents for dwellings"", ""Rents 2016 -"", ""Rent in rented dwellings by districts in larger cities. Year 2016 - 2023"""
/BO/BO0406/BO0406E/BO0406Tab03,"""Housing, construction and building"", ""Rents for dwellings"", ""Rents 2016 -"", ""Rent in rented dwellings by number of rooms for larger municipalities and suburban parts in Stockholm. Year 2016 - 2023"""
/BO/BO0406/BO0406E/BO0406Tab04,"""Housing, construction and building"", ""Rents for dwellings"", ""Rents 2016 -"", ""Rent in rented dwellings by year of construction for larger municipalities and suburban parts in Stockholm. Year 2016 - 2023"""
