path,description
/AM/AM0207/AM0207J/ForvFodreg,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Share of gainfully employed age 20-64 by region of birth. Year 2015 - 2018"""
/AM/AM0207/AM0207J/NattSNIKonK,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI2002 and sex. Year 2004 - 2007"""
/AM/AM0207/AM0207J/NattSektAldK,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), by region, sector, age and sex. Year 2004 - 2018"""
/AM/AM0207/AM0207J/ForetBolForm,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Number of self-employed by region, form of company and sex. Year 2015 - 2018"""
/AM/AM0207/AM0207J/NattSNI07FoR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, country of birth and sex.  Year 2008 - 2018"""
/AM/AM0207/AM0207J/NattSniFoR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, country of birth and sex. Year 2004 - 2007"""
/AM/AM0207/AM0207J/NattSNI07MbR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, country of citizenship and sex. Year 2008 - 2018"""
/AM/AM0207/AM0207J/NattSniMbR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, country of citizenship and sex. Year 2004 - 2007"""
/AM/AM0207/AM0207J/NattSNI07YrkstAldR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, status in employment, age and sex. Year 2008 - 2018"""
/AM/AM0207/AM0207J/NattSniYrkstAldR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, status in employment, age and sex.  Year 2004 - 2007"""
/AM/AM0207/AM0207J/RAMSForvInt04,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 2004-2018"", ""Gainful employment rate 20-64 years by region, born in Sweden and foreign born and sex.  Year 2004 - 2018"""
/AM/AM0207/AM0207B/AMPAK4,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 1993-2003"", ""Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI92 and sex. 1993-2003 1993 - 2003"""
/AM/AM0207/AM0207B/RAMSNSektAldK,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 1993-2003"", ""Gainfully employed 16+ years by region of residence (RAMS), by region, sector, age and sex. 1993-2003 1993 - 2003"""
/AM/AM0207/AM0207B/RAMSNSNIFoR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 1993-2003"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, country of birth and sex.  1993-2003 1993 - 2003"""
/AM/AM0207/AM0207B/RAMSNSNIMbR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 1993-2003"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, country of citizenship and sex.  1993-2003 1993 - 2003"""
/AM/AM0207/AM0207B/RAMSNSNIYrkstAldR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 1993-2003"", ""Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, status in employment and sex.  1993-2003 1993 - 2003"""
/AM/AM0207/AM0207B/RAMSForvInt03,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of residence, 1993-2003"", ""Gainful employment rate 20-64 years by region, born in Sweden and foreign born and sex. Year 1993 - 2003"""
/AM/AM0207/AM0207K/DagSNI07KonK,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI 2007 and sex. Year 2008 - 2018"""
/AM/AM0207/AM0207K/DagSNIKonK,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI 2002 and sex. Year 2004 - 2007"""
/AM/AM0207/AM0207K/DagSektAldK,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), by region, sector, age and sex. Year 2004 - 2018"""
/AM/AM0207/AM0207K/DagSNI07UtbnStorlkR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, level of education, size class of the local unit and sex. Year 2008 - 2018"""
/AM/AM0207/AM0207K/DagSniUtbnStorlkR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002, level of education, size class of the local unit and sex. Year 2004 - 2007"""
/AM/AM0207/AM0207K/DagSNI07YrkstAldR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, status in employment, age and sex. Year 2008 - 2018"""
/AM/AM0207/AM0207K/DagSniYrkstAldR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002, status in employment, age and sex. Year 2004 - 2007"""
/AM/AM0207/AM0207K/DagSNI07YrkstUtbnR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, status in employment, level of education and sex. Year 2008 - 2018"""
/AM/AM0207/AM0207K/DagSniYrkstUtbnR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 2004-2018"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002 , status in employment, level of education  and sex. Year 2004 - 2007"""
/AM/AM0207/AM0207C/AMPAK3,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 1993-2003"", ""Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI92 and sex. 1993-2003 1990 - 2003"""
/AM/AM0207/AM0207C/RAMSDSektAldK,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 1993-2003"", ""Gainfully employed 16+ years by region of work (RAMS), by region, sector, age and sex. 1993-2003 1993 - 2003"""
/AM/AM0207/AM0207C/RAMSDSNIUtbnStorlkR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 1993-2003"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92, level of education, size class of the local unit and sex. 1993-2003 1993 - 2003"""
/AM/AM0207/AM0207C/RAMSDSNIYrkstAldR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 1993-2003"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92 (43 study domains), status in employment, age and sex. Year 1993 - 2003"""
/AM/AM0207/AM0207C/RAMSDSNIYrkstUtbnR,"""Labour market"", ""Labour statistics based on administrative sources"", ""Gainfully employed 16+ years by region of work, 1993-2003"", ""Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92 ,status in employment, level of education  and sex. 1993-2003 1993 - 2003"""
/AM/AM0207/AM0207E/AMPAK1,"""Labour market"", ""Labour statistics based on administrative sources"", ""Labour Statistics Based on Administrative Sources 1985-1993"", ""Population 16+ years (ÅRSYS) by region, employment, age and sex. Year 1985 - 1993"""
/AM/AM0208/AM0208A/YREG1N,"""Labour market"", ""The Swedish Occupational Register"", ""The population 16+ years"", ""The population 16+ years by region, employment status, age and sex. Year 2019 - 2021"""
/AM/AM0208/AM0208A/YREG1,"""Labour market"", ""The Swedish Occupational Register"", ""The population 16+ years"", ""The population 16+ years by region, employment status, age and sex. Year 2001 - 2018"""
/AM/AM0208/AM0208B/YREG61BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208B/YREG61N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208B/YREG62BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012, sector, age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208B/YREG62N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012, sector, age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208B/YREG64BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), orientation of education (SUN 2020), age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208B/YREG63BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), level of education SUN 2020, age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208B/YREG63N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), level of education SUN 2020, age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208B/YREG64N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), orientation of education (SUN 2020), age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208B/YREG65BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), region of birth and sex. BAS.  Year 2022"""
/AM/AM0208/AM0208B/YREG65N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), region of birth and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208B/YREG66BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), size class of the local unit, industry SNI2007 (aggr. level), and sex. BAS. Year 2022"""
/AM/AM0208/AM0208B/YREG66N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), size class of the local unit, industry SNI2007 (aggr. level), and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208B/YREG61,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208B/YREG62,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012, sector, age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208B/YREG63,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), level of education SUN 2000, age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208B/YREG64,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), orientation of education (SUN 2000), age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208B/YREG65,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), region of birth and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208B/YREG66,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 2012), size class of the local unit, industry SNI2007 (aggr. level), and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208B/YREG20,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 96), industry SNI 2002 (aggr. level), age and sex. Year 2001 - 2010"""
/AM/AM0208/AM0208B/YREG2007,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 96), industry SNI2007 (aggr. level), age and sex. Year 2008 - 2013"""
/AM/AM0208/AM0208B/YREG18,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 96), sector, age and sex. Year 2001 - 2013"""
/AM/AM0208/AM0208B/YREG26,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 96), level of education SUN 2000, age and sex. Year 2001 - 2013"""
/AM/AM0208/AM0208B/YREG27,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 96), orientation of education (SUN 2000), age and sex. Year 2001 - 2013"""
/AM/AM0208/AM0208B/YREG41,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 96), size class of the local unit, industry SNI 2002 (aggr. level), and sex. Year 2007 - 2010"""
/AM/AM0208/AM0208B/YREG4107,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK3)"", ""Employees 16-64 years at national level by occupation (3-digit SSYK 96), size class of the local unit, industry SNI2007 (aggr. level), and sex. Year 2008 - 2013"""
/AM/AM0208/AM0208E/YREG50BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), sector and sex. BAS. Year 2022"""
/AM/AM0208/AM0208E/YREG50N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), sector and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208E/YREG51BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), level of education SUN 2020, age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208E/YREG51N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), level of education SUN 2020, age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208E/YREG52BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), orientation of education (SUN 2020), age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208E/YREG52N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), orientation of education (SUN 2020), age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208E/YREG53BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), region of birth and sex. BAS. Year 2022"""
/AM/AM0208/AM0208E/YREG53N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), region of birth and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208E/YREG54BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208E/YREG54N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208E/YREG50,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), sector and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208E/YREG51,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), level of education SUN 2000, age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208E/YREG52,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), orientation of education (SUN 2000), age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208E/YREG53,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), region of birth and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208E/YREG54,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208E/YREG33,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 96), sector and sex. Year 2005 - 2013"""
/AM/AM0208/AM0208E/Yreg34,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 96), level of education SUN 2000, age and sex. Year 2005 - 2013"""
/AM/AM0208/AM0208E/YREG35,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 96), orientation of education (SUN 2000), age and sex. Year 2005 - 2013"""
/AM/AM0208/AM0208E/YREG40,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 96), industry SNI 2002 (aggr. level), age and sex. Year 2005 - 2010"""
/AM/AM0208/AM0208E/YREG4007,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years at national level (SSYK4)"", ""Employees 16-64 years at national level by occupation (4-digit SSYK 96), industry SNI2007 (aggr. level), age and sex. Year 2008 - 2013"""
/AM/AM0208/AM0208C/YREG55BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of residence (SSYK3)"", ""Employees 16-64 years by region of residence, occupation (3-digit SSYK 2012), age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208C/YREG55N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of residence (SSYK3)"", ""Employees 16-64 years by region of residence, occupation (3-digit SSYK 2012), age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208C/YREG55,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of residence (SSYK3)"", ""Employees 16-64 years by region of residence, occupation (3-digit SSYK 2012), age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208C/YREG14,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of residence (SSYK3)"", ""Employees 16-64 years by region of residence, occupation (3-digit SSYK 96), age and sex. Year 2001 - 2013"""
/AM/AM0208/AM0208D/YREG56BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level) and sex. BAS. Year 2022"""
/AM/AM0208/AM0208D/YREG56N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level) and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208D/YREG57BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208D/YREG57N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208D/YREG58BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012) and sex. BAS. Year 2022"""
/AM/AM0208/AM0208D/YREG58N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012) and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208D/YREG59BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), sector and sex. BAS. Year 2022"""
/AM/AM0208/AM0208D/YREG59N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), sector and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208D/YREG56,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level) and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208D/YREG57,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208D/YREG58,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012) and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208D/YREG59,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), sector and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208D/YREG21,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 96), industry SNI 2002 (aggr. level) and sex. Year 2001 - 2010"""
/AM/AM0208/AM0208D/YREG2107,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 96), industry SNI2007 (aggr. level) and sex. Year 2008 - 2013"""
/AM/AM0208/AM0208D/YREG16,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 96), age and sex. Year 2001 - 2013"""
/AM/AM0208/AM0208D/YREG17,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 96) and sex. Year 2001 - 2013"""
/AM/AM0208/AM0208D/YREG19,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK3)"", ""Employees 16-64 years by region of work, occupation (3-digit SSYK 96), sector and sex. Year 2001 - 2013"""
/AM/AM0208/AM0208M/YREG60BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK4)"", ""Employees 16-64 years by region of work, occupation (4-digit SSYK 2012) and sex. BAS. Year 2022"""
/AM/AM0208/AM0208M/YREG60N,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK4)"", ""Employees 16-64 years by region of work, occupation (4-digit SSYK 2012) and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208M/YREG60,"""Labour market"", ""The Swedish Occupational Register"", ""Employed population 16-64 years by region of work (SSYK4)"", ""Employees 16-64 years by region of work, occupation (4-digit SSYK 2012) and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208S/YREG02EGF12BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Self employed 16+ years"", ""Self employed by region of work (NUTS2), occupation (3-digit SSYK 2012), age and sex. BAS. Year 2022"""
/AM/AM0208/AM0208S/YREG02EGF12N,"""Labour market"", ""The Swedish Occupational Register"", ""Self employed 16+ years"", ""Self employed by region of work (NUTS2), occupation (3-digit SSYK 2012), age and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208S/YREG03EGF12BAS,"""Labour market"", ""The Swedish Occupational Register"", ""Self employed 16+ years"", ""Self employed by national level, occupation (4-digit SSYK 2012), region of birth and sex. BAS. Year 2022"""
/AM/AM0208/AM0208S/YREG03EGF12N,"""Labour market"", ""The Swedish Occupational Register"", ""Self employed 16+ years"", ""Self employed by national level, occupation (4-digit SSYK 2012), region of birth and sex.  Year 2019 - 2021"""
/AM/AM0208/AM0208S/YREG02EGF12,"""Labour market"", ""The Swedish Occupational Register"", ""Self employed 16+ years"", ""Self employed by region of work (NUTS2), occupation (3-digit SSYK 2012), age and sex. Year 2014 - 2018"""
/AM/AM0208/AM0208S/YREG03EGF12,"""Labour market"", ""The Swedish Occupational Register"", ""Self employed 16+ years"", ""Self employed by national level, occupation (4-digit SSYK 2012), region of birth and sex. Year 2014 - 2018"""
/AM/AM0209/AM0209A/SjukloneperiodSektor,"""Labour market"", ""Short term business statistics on sick pay"", ""Number of sickdays and sickperiods"", ""Number  of sickperiods and sickdays per employee distributed by sex and sector. Quaterly 2015K2 - 2023K4"""
